,company_name,address,tel,mech
612,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาบุรีรัมย์,499 หมู่ 9  ต.อิสาณ อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,,มี
613,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขารังสิต,100 ถ.พหลโยธิน ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,"958-5678, 958-5699",มี
614,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาลำลูกกา,99 หมู่ 6 ต.บึงคำพร้อย อ.ลำลูกกา จ.ปทุมธานี 12150,0-2831-6000,มี
615,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขารังสิต คลอง4,98 หมู่ที่ 2 ต.บึงยี่โถ อ.ธัญบุรี จ.ปทุมธานี 12130,02-832-1000,ไม่มี
616,บริษัท เมกา โฮม เซ็นเตอร์ จำกัด,49  หมู่ 5 ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,02-516-0088,มี
617,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาหัวหิน,234/1 ถ.เพชรเกษม ต.หัวหิน อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110,028-321-462,มี
618,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาประจวบคีรีขันธ์,57 ถ.เพชรเกษม  ต.ประจวบคีรีขันธ์ อ.เมืองประจวบคีรีขันธ์ จ.ประจวบคีรีขันธ์ 77000,,มี
619,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาปราจีนบุรี,44/1 หมู่ที่ 4  ต.บางบริบูรณ์ อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25000,"02-832-1000, 037-482-222",มี
620,บริษัท เมกา โฮม เซ็นเตอร์ จำกัด สาขากบินทร์บุรี,61 หมู่ที่ 8 ต.เมืองเก่า อ.กบินทร์บุรี จ.ปราจีนบุรี 25240,037-480-222,มี
621,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาวังน้อย,100 ม.2 ต.ลำไทร อ.วังน้อย จ.พระนครศรีอยุธยา 13170,,ไม่มี
622,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาอยุธยา,80 หมู่ 2 ต.บ้านกรด อ.บางปะอิน จ.พระนครศรีอยุธยา 13160,,มี
623,บริษัท เมกา โฮม เซ็นเตอร์ จำกัด สาขาโรจนะ,522 หมู่ที่ 2 ต.สามเรือน อ.บางปะอิน จ.พระนครศรีอยุธยา 13160,035-958-000,มี
624,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาพัทลุง,219 หมู่ที่ 1 ต.เขาเจียก อ.เมืองพัทลุง จ.พัทลุง 93000,02-832-1000,มี
625,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาพิษณุโลก,959 หมู่ 10 ต.อรัญญิก อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,มี
626,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาเพชรบุรี,526 หมู่ที่ 6 ต.บ้านหม้อ อ.เมืองเพชรบุรี จ.เพชรบุรี 76000,032-474-599,มี
627,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาเพชรบูรณ์,151 หมู่ที่ 1  ต.ชอนไพร อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์ 67000,,มี
628,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาแพร่,171 หมู่ที่ 7  ต.ป่าแมต อ.เมืองแพร่ จ.แพร่ 54000,034-602-700,มี
629,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาภูเก็ต,104 หมู่ 5 ต.รัษฎา อ.เมืองภูเก็ต จ.ภูเก็ต 83000,(076)255-189,มี
630,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาภูเก็ต (ฉลอง),61/10 หมู่ 10 ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130,,มี
631,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาภูเก็ต(ถลาง),18 หมู่ที่ 1 ต.ศรีสุนทร อ.ถลาง จ.ภูเก็ต 83110,,มี
632,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขามุกดาหาร,45/9 ถ.ชยางกูร ข ต.มุกดาหาร อ.เมืองมุกดาหาร จ.มุกดาหาร 49000,,มี
633,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาร้อยเอ็ด,116 หมู่ 3  ต.ดงลาน อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000,,มี
634,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาระยอง,560 ถ.สุขุมวิท ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21000,,มี
635,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาเมกาโฮม-บ้านฉาง,76/1 หมู่ที่ 1 ต.พลา อ.บ้านฉาง จ.ระยอง 21130,,มี
636,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาราชบุรี,208 หมู่ 13  ต.เจดีย์หัก อ.เมืองราชบุรี จ.ราชบุรี 70000,,มี
637,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาลพบุรี,85 หมู่ 6  ต.ท่าศาลา อ.เมืองลพบุรี จ.ลพบุรี 15000,02-832-1000,มี
638,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาลำปาง,224 ถ.ไฮเวย์-ลำปาง-งาว ต.พระบาท อ.เมืองลำปาง จ.ลำปาง 52000,,มี
639,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาเลย,117 หมู่ที่ 9  ต.นาอาน อ.เมืองเลย จ.เลย 42000,,มี
640,บริษัท โฮมโปรดักส์เซ็นเตอร์ จำกัด(มหาชน) สาขาสกลนคร,689/1 ถ.นิตโย ต.ธาตุเชิงชุม อ.เมืองสกลนคร จ.สกลนคร 47000,,มี
